,is_not_hispanic,derived_race,is_male,action_taken,preapproval_requested,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age,log_loan_to_value_ratio,mid_debt_to_income_ratio,debt
617,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,335000.0,80.5,2,2,70.0,36%-<50%,25-34,6.330916878114617,0.38,26.6
618,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,515000.0,90.0,2,2,188.0,20%-<30%,35-44,6.491853096329675,0.25,47.0
619,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,725000.0,80.0,2,2,239.0,36%-<50%,25-34,6.321928094887363,0.38,90.82000000000001
620,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,675000.0,95.0,2,2,140.0,36%-<50%,35-44,6.569855608330948,0.38,53.2
621,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,345000.0,94.0,2,2,110.0,30%-<36%,25-34,6.554588851677638,0.33,36.300000000000004
622,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,325000.0,97.0,2,2,67.0,36%-<50%,35-44,6.599912842187128,0.38,25.46
623,Not Hispanic or Latino,Minority Races,Female,1,No Preapproval Requested,Converntional,Home Purchase,415000.0,95.0,2,2,94.0,20%-<30%,25-34,6.569855608330948,0.25,23.5
624,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,635000.0,75.0,2,2,132.0,36%-<50%,35-44,6.22881869049588,0.38,50.160000000000004
625,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,565000.0,87.057,2,2,160.0,36%-<50%,35-44,6.443888400337147,0.38,60.8
626,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,285000.0,95.0,2,2,113.0,20%-<30%,25-34,6.569855608330948,0.25,28.25
627,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,94.971,2,2,122.0,36%-<50%,35-44,6.569415139454006,0.38,46.36
628,Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,895000.0,80.0,2,2,185.0,36%-<50%,35-44,6.321928094887363,0.38,70.3
629,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,235000.0,90.0,2,2,52.0,36%-<50%,25-34,6.491853096329675,0.38,19.76
630,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,235000.0,17.557,2,2,60.0,36%-<50%,55-64,4.133974444608246,0.38,22.8
631,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,455000.0,90.0,2,2,160.0,20%-<30%,45-54,6.491853096329675,0.25,40.0
632,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,355000.0,90.0,2,2,110.0,20%-<30%,25-34,6.491853096329675,0.25,27.5
633,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,675000.0,80.0,2,2,128.0,36%-<50%,45-54,6.321928094887363,0.38,48.64
634,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,365000.0,95.0,2,2,351.0,20%-<30%,35-44,6.569855608330948,0.25,87.75
635,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,785000.0,80.0,2,2,210.0,20%-<30%,65-74,6.321928094887363,0.25,52.5
636,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Refinancing,895000.0,89.268,2,2,166.0,36%-<50%,25-34,6.480071198397892,0.38,63.08
637,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,915000.0,85.0,2,2,215.0,20%-<30%,25-34,6.409390936137702,0.25,53.75
638,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,425000.0,80.0,2,2,125.0,20%-<30%,25-34,6.321928094887363,0.25,31.25
639,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,445000.0,89.1,2,2,103.0,36%-<50%,25-34,6.47735352663456,0.38,39.14
640,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,515000.0,95.0,2,2,132.0,36%-<50%,25-34,6.569855608330948,0.38,50.160000000000004
641,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,1255000.0,65.0,2,2,199.0,20%-<30%,45-54,6.022367813028454,0.25,49.75
642,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,1165000.0,80.0,2,2,266.0,36%-<50%,45-54,6.321928094887363,0.38,101.08
643,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,245000.0,75.0,2,2,63.0,36%-<50%,25-34,6.22881869049588,0.38,23.94
644,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,355000.0,85.0,2,2,81.0,36%-<50%,25-34,6.409390936137702,0.38,30.78
645,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,365000.0,59.016,2,2,125.0,20%-<30%,35-44,5.883034235655152,0.25,31.25
646,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,305000.0,75.0,2,2,305.0,<20%,25-34,6.22881869049588,0.15,45.75
647,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,825000.0,90.0,2,2,367.0,20%-<30%,35-44,6.491853096329675,0.25,91.75
648,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,245000.0,69.143,2,2,137.0,20%-<30%,35-44,6.111511295988789,0.25,34.25
649,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,VA-guaranteed,Home Purchase,505000.0,100.0,2,2,162.0,36%-<50%,25-34,6.643856189774724,0.38,61.56
650,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,185000.0,80.0,2,2,475.0,20%-<30%,55-64,6.321928094887363,0.25,118.75
651,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,235000.0,80.01,2,2,55.0,36%-<50%,25-34,6.322108420497358,0.38,20.9
652,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,385000.0,97.0,2,2,77.0,36%-<50%,25-34,6.599912842187128,0.38,29.26
653,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,80.0,2,2,96.0,36%-<50%,25-34,6.321928094887363,0.38,36.480000000000004
654,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,345000.0,80.012,2,2,81.0,36%-<50%,25-34,6.3221444829147995,0.38,30.78
655,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,875000.0,80.0,2,2,305.0,20%-<30%,25-34,6.321928094887363,0.25,76.25
656,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,375000.0,85.0,2,2,156.0,20%-<30%,25-34,6.409390936137702,0.25,39.0
657,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,365000.0,90.0,2,2,144.0,36%-<50%,35-44,6.491853096329675,0.38,54.72
658,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,625000.0,95.0,2,2,140.0,36%-<50%,25-34,6.569855608330948,0.38,53.2
659,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,905000.0,85.0,2,2,247.0,36%-<50%,35-44,6.409390936137702,0.38,93.86
660,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,845000.0,65.0,2,2,392.0,36%-<50%,45-54,6.022367813028454,0.38,148.96
661,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,545000.0,80.0,2,2,78.0,36%-<50%,35-44,6.321928094887363,0.38,29.64
662,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,285000.0,60.0,2,2,75.0,30%-<36%,25-34,5.906890595608519,0.33,24.75
663,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,535000.0,90.0,2,2,55.0,36%-<50%,25-34,6.491853096329675,0.38,20.9
664,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,785000.0,80.0,2,2,252.0,36%-<50%,55-64,6.321928094887363,0.38,95.76
665,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,395000.0,80.01,2,2,114.0,30%-<36%,25-34,6.322108420497358,0.33,37.620000000000005
666,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,525000.0,80.0,2,2,135.0,30%-<36%,35-44,6.321928094887363,0.33,44.550000000000004
667,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,455000.0,86.857,2,2,116.0,36%-<50%,25-34,6.440570218530344,0.38,44.08
668,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,475000.0,95.0,2,2,113.0,30%-<36%,25-34,6.569855608330948,0.33,37.29
669,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,415000.0,80.0,2,2,200.0,20%-<30%,55-64,6.321928094887363,0.25,50.0
670,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,50.585,2,2,145.0,36%-<50%,55-64,5.660637740008126,0.38,55.1
671,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,565000.0,85.0,2,2,89.0,36%-<50%,25-34,6.409390936137702,0.38,33.82
672,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,725000.0,74.515,2,2,218.0,30%-<36%,25-34,6.219458966735173,0.33,71.94
673,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,895000.0,73.361,2,2,340.0,30%-<36%,35-44,6.196941399649228,0.33,112.2
674,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,255000.0,45.463,2,2,86.0,36%-<50%,<25,5.506620982349751,0.38,32.68
675,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,485000.0,80.0,2,2,125.0,30%-<36%,25-34,6.321928094887363,0.33,41.25
676,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,785000.0,70.0,2,2,768.0,20%-<30%,45-54,6.129283016944966,0.25,192.0
677,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,445000.0,90.0,2,2,0.0,36%-<50%,<25,6.491853096329675,0.38,0.0
678,Not Hispanic or Latino,Asian,Female,1,No Preapproval Requested,Converntional,Home Purchase,255000.0,75.0,2,2,126.0,20%-<30%,45-54,6.22881869049588,0.25,31.5
679,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,275000.0,97.0,2,2,70.0,20%-<30%,25-34,6.599912842187128,0.25,17.5
680,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,235000.0,85.0,2,2,103.0,36%-<50%,35-44,6.409390936137702,0.38,39.14
681,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,335000.0,75.0,2,2,259.0,<20%,25-34,6.22881869049588,0.15,38.85
682,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,525000.0,95.0,2,2,131.0,30%-<36%,35-44,6.569855608330948,0.33,43.230000000000004
683,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,395000.0,80.01,2,2,90.0,30%-<36%,25-34,6.322108420497358,0.33,29.700000000000003
684,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,275000.0,95.0,2,2,67.0,36%-<50%,25-34,6.569855608330948,0.38,25.46
685,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Home Purchase,905000.0,90.0,2,2,225.0,36%-<50%,25-34,6.491853096329675,0.38,85.5
686,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,495000.0,90.0,2,2,110.0,36%-<50%,35-44,6.491853096329675,0.38,41.8
687,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,185000.0,73.563,2,2,165.0,36%-<50%,35-44,6.2009084109187365,0.38,62.7
688,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,425000.0,95.864,2,2,100.0,30%-<36%,25-34,6.5829172336734345,0.33,33.0
689,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,275000.0,95.0,2,2,76.0,30%-<36%,<25,6.569855608330948,0.33,25.080000000000002
690,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,595000.0,85.0,2,2,165.0,20%-<30%,35-44,6.409390936137702,0.25,41.25
691,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,565000.0,75.0,2,2,167.0,36%-<50%,35-44,6.22881869049588,0.38,63.46
692,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,375000.0,80.01,2,2,100.0,20%-<30%,25-34,6.322108420497358,0.25,25.0
693,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,655000.0,38.247,2,2,185.0,36%-<50%,45-54,5.257274685702838,0.38,70.3
694,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,385000.0,95.0,2,2,125.0,30%-<36%,25-34,6.569855608330948,0.33,41.25
695,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,435000.0,75.0,2,2,192.0,36%-<50%,35-44,6.22881869049588,0.38,72.96000000000001
696,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,245000.0,79.75,2,2,56.0,36%-<50%,25-34,6.317412613764869,0.38,21.28
697,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,74.359,2,2,121.0,30%-<36%,45-54,6.2164354635210115,0.33,39.93
698,Not Hispanic or Latino,Minority Races,Female,1,No Preapproval Requested,Converntional,Home Purchase,325000.0,97.0,2,2,92.0,20%-<30%,25-34,6.599912842187128,0.25,23.0
699,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,685000.0,66.58,2,2,157.0,<20%,35-44,6.057016965365539,0.15,23.55
700,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,1405000.0,85.0,2,2,356.0,36%-<50%,45-54,6.409390936137702,0.38,135.28
701,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,545000.0,95.0,2,2,105.0,36%-<50%,25-34,6.569855608330948,0.38,39.9
702,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,735000.0,75.0,2,2,236.0,36%-<50%,55-64,6.22881869049588,0.38,89.68
703,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,375000.0,90.0,2,2,85.0,30%-<36%,25-34,6.491853096329675,0.33,28.05
704,Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,29.648,2,2,182.0,20%-<30%,55-64,4.889862881365179,0.25,45.5
705,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,535000.0,70.0,2,2,106.0,36%-<50%,35-44,6.129283016944966,0.38,40.28
706,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,435000.0,80.01,2,2,72.0,36%-<50%,25-34,6.322108420497358,0.38,27.36
707,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,185000.0,90.0,2,2,101.0,36%-<50%,25-34,6.491853096329675,0.38,38.38
708,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,1725000.0,80.0,2,2,811.0,30%-<36%,45-54,6.321928094887363,0.33,267.63
709,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,775000.0,90.0,2,2,246.0,30%-<36%,45-54,6.491853096329675,0.33,81.18
710,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,165000.0,47.324,2,2,168.0,36%-<50%,45-54,5.564500115654514,0.38,63.84
711,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,715000.0,56.601,2,2,142.0,36%-<50%,55-64,5.822755637031029,0.38,53.96
712,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,385000.0,90.0,2,2,88.0,30%-<36%,35-44,6.491853096329675,0.33,29.040000000000003
713,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,645000.0,60.952,2,2,130.0,36%-<50%,35-44,5.929601655236419,0.38,49.4
714,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,285000.0,59.588,2,2,107.0,20%-<30%,35-44,5.896949920816784,0.25,26.75
715,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,535000.0,71.622,2,2,120.0,30%-<36%,25-34,6.162330900473963,0.33,39.6
716,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,395000.0,60.0,2,2,57.0,36%-<50%,25-34,5.906890595608519,0.38,21.66
717,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,345000.0,69.0,2,2,90.0,30%-<36%,25-34,6.108524456778169,0.33,29.700000000000003
718,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,815000.0,70.354,2,2,272.0,30%-<36%,35-44,6.136560545585995,0.33,89.76
719,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,425000.0,95.0,2,2,173.0,36%-<50%,35-44,6.569855608330948,0.38,65.74
720,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,565000.0,95.0,2,2,202.0,20%-<30%,35-44,6.569855608330948,0.25,50.5
721,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,1065000.0,80.0,2,2,548.0,<20%,65-74,6.321928094887363,0.15,82.2
722,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,475000.0,97.0,2,2,145.0,30%-<36%,35-44,6.599912842187128,0.33,47.85
723,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,725000.0,80.0,2,2,317.0,36%-<50%,65-74,6.321928094887363,0.38,120.46000000000001
724,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,295000.0,97.0,2,2,89.0,36%-<50%,25-34,6.599912842187128,0.38,33.82
725,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,805000.0,54.182,2,2,180.0,36%-<50%,55-64,5.759741743075268,0.38,68.4
726,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,155000.0,37.975,2,2,183.0,36%-<50%,55-64,5.2469780596147215,0.38,69.54
727,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Purchase,455000.0,90.0,2,2,120.0,20%-<30%,35-44,6.491853096329675,0.25,30.0
728,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Purchase,1445000.0,59.167,1,2,94.0,>60%,65-74,5.886720841507378,0.65,61.1
