,derived_ethnicity,derived_race,derived_sex,action_taken,preapproval,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age
4904,Not Hispanic or Latino,White,Female,3,2,1,2,55000.0,21.04,2,2,7.0,>60%,55-64
4905,Hispanic or Latino,Black or African American,Male,3,2,1,2,205000.0,81.17,2,2,70.0,>60%,45-54
4906,Hispanic or Latino,White,Male,3,2,1,31,105000.0,,2,2,,,45-54
4907,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,75000.0,30.84,2,2,92.0,20%-<30%,45-54
4908,Not Hispanic or Latino,White,Male,1,2,1,4,335000.0,62.68,1,2,161.0,40,65-74
4909,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,505000.0,67.7,2,2,60.0,>60%,45-54
4910,Hispanic or Latino,White,Male,3,2,1,2,235000.0,,2,2,,,55-64
4911,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,395000.0,64.64,2,2,125.0,50%-60%,45-54
4912,Not Hispanic or Latino,White,Male,3,2,1,4,125000.0,68.33,2,2,77.0,,45-54
4913,Not Hispanic or Latino,White,Male,3,2,1,31,205000.0,,1,2,,,65-74
4914,Ethnicity Not Available,Race Not Available,Male,3,2,1,2,755000.0,,2,2,,,45-54
4915,Ethnicity Not Available,White,Male,3,2,1,2,105000.0,27.76,2,2,225.0,50%-60%,45-54
4916,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,115000.0,,2,2,,,45-54
4917,Not Hispanic or Latino,White,Male,3,2,1,2,255000.0,39.76,1,2,230.0,>60%,45-54
4918,Not Hispanic or Latino,White,Female,3,2,1,2,205000.0,84.25,2,2,125.0,44,35-44
4919,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,205000.0,26.66,2,2,44.0,,65-74
4920,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,265000.0,59.55,2,2,130.0,46,55-64
4921,Not Hispanic or Latino,White,Male,1,2,1,1,335000.0,79.99,2,2,274.0,37,45-54
4922,Not Hispanic or Latino,White,Male,1,2,1,2,505000.0,39.83,1,2,413.0,30%-<36%,45-54
4923,Not Hispanic or Latino,White,Female,3,2,1,4,155000.0,,2,2,,,55-64
4924,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,155000.0,42.75,2,2,72.0,42,>74
4925,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,105000.0,17.3,2,2,120.0,<20%,65-74
4926,Not Hispanic or Latino,Asian,Male,3,2,1,31,405000.0,72.85,2,2,121.0,>60%,55-64
4927,Not Hispanic or Latino,White,Male,3,2,1,31,205000.0,33.33,2,2,132.0,20%-<30%,>74
4928,Not Hispanic or Latino,White,Male,3,2,1,2,105000.0,97.13,2,2,105.0,50%-60%,55-64
4929,Not Hispanic or Latino,White,Male,1,2,1,2,105000.0,8.25,2,2,76.0,30%-<36%,55-64
4930,Ethnicity Not Available,Black or African American,Female,3,2,1,2,55000.0,,2,2,,,55-64
4931,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,115000.0,13.06,2,2,39.0,49,55-64
4932,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,505000.0,,2,2,,,65-74
4933,Not Hispanic or Latino,White,Female,3,2,1,31,105000.0,,2,2,,,>74
4934,Not Hispanic or Latino,White,Female,3,2,1,31,195000.0,41.29,2,2,0.0,>60%,55-64
4935,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,85000.0,35.36,2,2,9.0,>60%,65-74
4936,Not Hispanic or Latino,White,Male,3,2,1,2,145000.0,92.6,2,2,100.0,>60%,25-34
4937,Not Hispanic or Latino,White,Female,1,2,1,2,255000.0,73.22,2,2,144.0,30%-<36%,65-74
4938,Not Hispanic or Latino,White,Male,3,2,1,2,105000.0,72.77,2,2,200.0,30%-<36%,45-54
4939,Ethnicity Not Available,White,Female,3,2,1,2,255000.0,27.04,2,2,650.0,20%-<30%,>74
4940,Not Hispanic or Latino,White,Male,3,2,1,2,325000.0,79.01,2,2,269.0,30%-<36%,35-44
4941,Not Hispanic or Latino,White,Female,1,2,1,31,255000.0,36.01,1,2,110.0,30%-<36%,65-74
4942,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,105000.0,39.54,2,2,68.0,39,55-64
4943,Not Hispanic or Latino,White,Male,1,2,1,4,255000.0,37.0,2,2,475.0,30%-<36%,55-64
4944,Hispanic or Latino,White,Female,3,2,1,2,135000.0,80.55,2,2,94.0,>60%,45-54
4945,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,55000.0,,2,2,,,55-64
4946,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,155000.0,60.0,2,2,9.0,>60%,65-74
4947,Not Hispanic or Latino,White,Male,3,2,1,4,65000.0,85.41,2,2,100.0,>60%,55-64
4948,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,155000.0,97.12,2,2,280.0,40,35-44
4949,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,65000.0,,2,2,,,65-74
4950,Not Hispanic or Latino,White,Female,3,2,1,31,25000.0,10.0,2,2,51.0,>60%,>74
4951,Not Hispanic or Latino,White,Male,3,2,1,31,225000.0,76.579,2,2,154.0,>60%,35-44
4952,Not Hispanic or Latino,White,Female,1,2,1,1,545000.0,85.0,2,2,106.0,38,25-34
4953,Ethnicity Not Available,Race Not Available,Female,1,2,1,32,485000.0,62.254,2,2,201.0,20%-<30%,55-64
4954,Not Hispanic or Latino,White,Female,1,2,1,31,935000.0,57.95,2,2,315.0,20%-<30%,35-44
4955,Not Hispanic or Latino,Asian,Male,1,2,1,31,565000.0,65.882,2,2,167.0,20%-<30%,45-54
4956,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,585000.0,68.084,2,2,122.0,40,35-44
4957,Ethnicity Not Available,Race Not Available,Female,3,2,1,31,305000.0,92.556,2,2,92.0,30%-<36%,35-44
4958,Not Hispanic or Latino,White,Male,1,2,1,32,745000.0,80.0,2,2,178.0,30%-<36%,35-44
4959,Joint,White,Female,1,2,1,31,585000.0,58.415,2,2,100.0,49,55-64
4960,Not Hispanic or Latino,White,Female,1,2,1,1,455000.0,97.0,2,2,103.0,30%-<36%,35-44
4961,Not Hispanic or Latino,White,Male,1,2,1,32,425000.0,74.607,2,2,161.0,48,45-54
4962,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,305000.0,69.767,2,2,102.0,20%-<30%,45-54
4963,Not Hispanic or Latino,Black or African American,Female,1,2,3,32,295000.0,92.188,2,2,65.0,30%-<36%,45-54
4964,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,405000.0,95.694,2,2,51.0,47,65-74
4965,Not Hispanic or Latino,White,Female,1,2,1,32,435000.0,57.692,2,2,145.0,43,45-54
4966,Not Hispanic or Latino,Black or African American,Female,1,2,2,32,395000.0,80.0,2,2,119.0,41,65-74
4967,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,435000.0,84.665,2,2,108.0,30%-<36%,55-64
4968,Not Hispanic or Latino,2 or more minority races,Female,3,2,2,32,255000.0,86.229,2,2,108.0,20%-<30%,45-54
4969,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,295000.0,79.837,2,2,81.0,20%-<30%,35-44
4970,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,585000.0,68.102,2,2,72.0,50%-60%,>74
4971,Ethnicity Not Available,Race Not Available,Female,1,2,2,1,535000.0,98.2,2,2,97.0,50%-60%,25-34
4972,Hispanic or Latino,Black or African American,Female,1,2,1,31,95000.0,70.0,2,2,128.0,45,35-44
4973,Hispanic or Latino,White,Male,1,2,1,1,555000.0,121.0,2,2,791.0,38,<25
4974,Not Hispanic or Latino,White,Male,1,2,1,31,145000.0,32.5,2,2,124.0,<20%,35-44
4975,Not Hispanic or Latino,White,Male,1,2,1,31,235000.0,40.69,2,2,165.0,<20%,55-64
4976,Not Hispanic or Latino,White,Male,1,2,1,31,405000.0,41.11,2,2,165.0,30%-<36%,45-54
4977,Not Hispanic or Latino,White,Female,1,2,1,31,625000.0,43.86,2,2,323.0,20%-<30%,45-54
4978,Ethnicity Not Available,Race Not Available,Male,3,2,1,2,605000.0,60.606,2,2,121.0,30%-<36%,35-44
4979,Not Hispanic or Latino,White,Male,1,2,1,31,595000.0,68.503,2,2,185.0,30%-<36%,55-64
4980,Not Hispanic or Latino,White,Male,1,1,1,1,285000.0,69.512,2,2,64.0,37,35-44
4981,Not Hispanic or Latino,Joint,Male,1,1,1,1,755000.0,75.0,2,2,197.0,40,35-44
4982,Not Hispanic or Latino,White,Female,1,2,1,1,195000.0,75.0,2,2,600.0,38,45-54
4983,Hispanic or Latino,White,Female,1,2,1,31,375000.0,79.05,2,2,130.0,20%-<30%,35-44
4984,Not Hispanic or Latino,White,Female,1,2,1,1,625000.0,80.0,2,2,190.0,30%-<36%,25-34
4985,Not Hispanic or Latino,White,Male,1,2,1,32,1365000.0,80.0,2,2,328.0,30%-<36%,35-44
4986,Not Hispanic or Latino,White,Male,1,2,1,1,585000.0,60.0,2,2,127.0,36,25-34
4987,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,725000.0,69.193,2,2,159.0,42,45-54
4988,Not Hispanic or Latino,White,Male,1,2,1,31,425000.0,61.131,2,2,134.0,37,35-44
4989,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,485000.0,69.152,2,2,92.0,>60%,>74
4990,Not Hispanic or Latino,Joint,Female,1,2,1,31,235000.0,59.977,2,2,158.0,45,55-64
4991,Not Hispanic or Latino,White,Female,1,2,1,32,285000.0,73.193,2,2,226.0,39,55-64
4992,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,555000.0,84.365,2,2,18.0,>60%,65-74
4993,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,655000.0,73.421,2,2,338.0,20%-<30%,65-74
4994,Not Hispanic or Latino,Black or African American,Female,1,2,2,31,205000.0,61.64,2,2,49.0,50%-60%,>74
4995,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,465000.0,59.743,2,2,302.0,30%-<36%,65-74
4996,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,565000.0,74.026,2,2,304.0,30%-<36%,65-74
4997,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,255000.0,75.0,2,2,85.0,30%-<36%,55-64
4998,Hispanic or Latino,White,Female,3,2,2,32,285000.0,86.487,2,2,17.0,>60%,65-74
4999,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,265000.0,60.0,2,2,140.0,45,45-54
5000,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,155000.0,46.875,2,2,45.0,20%-<30%,65-74
5001,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,355000.0,51.852,2,2,219.0,44,45-54
5002,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,485000.0,53.817,2,2,113.0,49,35-44
5003,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,385000.0,56.296,2,2,43.0,,45-54
5004,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,95000.0,80.0,2,2,186.0,48,35-44
5005,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,645000.0,75.0,2,2,,,65-74
5006,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,935000.0,62.604,2,2,134.0,46,65-74
5007,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,215000.0,40.076,2,2,65.0,20%-<30%,55-64
5008,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,185000.0,92.5,2,2,1104.0,<20%,35-44
5009,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,485000.0,69.193,2,2,144.0,49,65-74
5010,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,575000.0,75.0,2,2,122.0,44,65-74
5011,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,875000.0,71.26,2,2,12.0,,45-54
5012,Not Hispanic or Latino,White,Male,1,2,1,31,405000.0,41.0,2,2,105.0,42,>74
5013,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,455000.0,75.0,2,2,122.0,41,65-74
5014,Hispanic or Latino,White,Male,3,2,1,32,515000.0,54.211,2,2,28.0,>60%,65-74
5015,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,535000.0,67.949,2,2,78.0,48,55-64
5016,Not Hispanic or Latino,White,Female,3,2,1,31,495000.0,99.0,2,2,54.0,>60%,>74
5017,Ethnicity Not Available,Race Not Available,Female,3,2,1,31,165000.0,45.455,2,2,38.0,20%-<30%,65-74
5018,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,155000.0,30.0,2,2,144.0,20%-<30%,65-74
5019,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,355000.0,54.688,2,2,65.0,46,45-54
5020,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,135000.0,45.614,2,2,18.0,>60%,55-64
5021,Not Hispanic or Latino,White,Male,3,2,1,32,425000.0,65.0,2,2,12.0,>60%,25-34
5022,Not Hispanic or Latino,White,Male,3,2,2,32,155000.0,33.333,2,2,13.0,,55-64
5023,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,155000.0,47.031,2,2,45.0,30%-<36%,65-74
5024,Ethnicity Not Available,Race Not Available,Male,3,2,1,31,175000.0,37.053,2,2,60.0,,65-74
5025,Ethnicity Not Available,Race Not Available,Female,3,2,1,32,195000.0,,2,2,24.0,,65-74
5026,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,205000.0,33.333,2,2,120.0,30%-<36%,55-64
5027,Not Hispanic or Latino,White,Female,3,2,1,32,215000.0,5.944,2,2,60.0,,55-64
5028,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,215000.0,52.048,2,2,70.0,,45-54
5029,Not Hispanic or Latino,White,Male,3,2,2,32,225000.0,81.4,2,2,87.0,,35-44
5030,Ethnicity Not Available,Race Not Available,Male,3,2,1,32,265000.0,78.824,2,2,34.0,,35-44
5031,Ethnicity Not Available,Race Not Available,Male,3,2,1,32,345000.0,82.927,2,2,68.0,,>74
5032,Not Hispanic or Latino,White,Male,3,2,1,31,355000.0,58.333,2,2,480.0,,55-64
5033,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,405000.0,57.143,2,2,1440.0,,45-54
5034,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,445000.0,75.0,2,2,87.0,39,55-64
5035,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,505000.0,75.0,2,2,130.0,42,65-74
5036,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,595000.0,70.0,2,2,121.0,45,65-74
5037,Not Hispanic or Latino,White,Female,3,2,1,31,605000.0,60.3,2,2,111.0,,>74
5038,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,175000.0,29.167,2,2,49.0,,55-64
5039,Not Hispanic or Latino,White,Male,3,2,1,32,165000.0,53.226,2,2,148.0,,45-54
5040,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,455000.0,65.0,2,2,120.0,,45-54
5041,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,155000.0,42.857,2,2,25.0,,65-74
5042,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,215000.0,62.687,2,2,87.0,,35-44
5043,Not Hispanic or Latino,White,Male,3,2,1,32,525000.0,80.0,2,2,61.0,,35-44
5044,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,565000.0,80.0,2,2,105.0,,55-64
5045,Not Hispanic or Latino,White,Male,3,2,1,32,405000.0,40.816,2,2,60.0,,>74
5046,Not Hispanic or Latino,White,Male,1,2,1,32,905000.0,59.603,2,2,118.0,49,>74
5047,Not Hispanic or Latino,White,Male,1,2,1,32,315000.0,68.913,2,2,138.0,41,55-64
5048,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,565000.0,80.0,2,2,142.0,46,45-54
5049,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,215000.0,75.0,2,2,161.0,38,45-54
5050,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,375000.0,71.346,2,2,180.0,41,45-54
5051,Not Hispanic or Latino,Black or African American,Male,1,2,1,31,515000.0,74.71,2,2,161.0,50%-60%,45-54
5052,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,205000.0,75.0,2,2,167.0,36,45-54
5053,Not Hispanic or Latino,White,Female,1,2,1,31,375000.0,79.76,2,2,97.0,30%-<36%,55-64
5054,Not Hispanic or Latino,White,Male,1,2,1,32,485000.0,54.057,2,2,181.0,20%-<30%,35-44
5055,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,495000.0,96.5,2,2,85.0,48,35-44
5056,Ethnicity Not Available,Race Not Available,Male,1,2,1,1,205000.0,80.0,2,2,85.0,20%-<30%,<25
5057,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,315000.0,96.5,2,2,68.0,48,25-34
5058,Joint,White,Male,1,2,3,31,815000.0,94.07,2,2,,<20%,35-44
5059,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,595000.0,70.0,2,2,162.0,37,45-54
5060,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,735000.0,86.449,2,2,163.0,49,55-64
5061,Not Hispanic or Latino,White,Female,1,2,1,1,295000.0,90.0,2,2,100.0,20%-<30%,25-34
5062,Not Hispanic or Latino,White,Male,1,2,1,1,175000.0,95.0,2,2,77.0,44,25-34
5063,Not Hispanic or Latino,White,Female,1,2,2,31,325000.0,47.985,2,2,103.0,42,45-54
5064,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,365000.0,65.714,2,2,85.0,41,55-64
5065,Not Hispanic or Latino,Black or African American,Male,1,2,3,31,335000.0,100.0,2,2,,<20%,25-34
5066,Not Hispanic or Latino,White,Male,3,2,1,2,75000.0,77.2,1,2,112.0,>60%,35-44
5067,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,45000.0,35.0,2,2,81.0,<20%,55-64
5068,Not Hispanic or Latino,Black or African American,Male,1,2,1,4,255000.0,60.6,1,2,147.0,43,35-44
5069,Ethnicity Not Available,White,Male,1,2,1,4,155000.0,47.3,2,2,101.0,47,65-74
5070,Not Hispanic or Latino,White,Female,1,2,1,2,155000.0,14.5,1,2,239.0,20%-<30%,55-64
5071,Not Hispanic or Latino,White,Male,1,2,1,4,205000.0,65.1,2,2,200.0,20%-<30%,45-54
5072,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,105000.0,62.9,2,2,144.0,30%-<36%,45-54
5073,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,125000.0,57.5,2,2,172.0,20%-<30%,35-44
5074,Not Hispanic or Latino,White,Male,1,2,1,2,15000.0,89.9,2,2,156.0,20%-<30%,35-44
5075,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,15000.0,15.1,2,2,36.0,>60%,65-74
5076,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,95000.0,67.6,1,2,97.0,49,35-44
5077,Not Hispanic or Latino,White,Male,1,2,1,2,25000.0,66.0,2,2,340.0,<20%,55-64
5078,Ethnicity Not Available,Race Not Available,Female,3,2,1,4,205000.0,37.6,2,2,153.0,>60%,35-44
5079,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,25000.0,71.1,2,2,92.0,49,25-34
5080,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,25000.0,10.0,2,2,63.0,30%-<36%,55-64
5081,Ethnicity Not Available,Black or African American,Female,1,2,1,4,85000.0,90.0,2,1,123.0,45,35-44
5082,Not Hispanic or Latino,White,Female,1,2,1,2,105000.0,10.9,2,2,167.0,<20%,45-54
5083,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,75000.0,34.0,2,2,89.0,38,55-64
5084,Not Hispanic or Latino,White,Male,1,2,1,2,105000.0,81.0,1,2,78.0,49,25-34
5085,Ethnicity Not Available,Race Not Available,Female,1,1,1,1,355000.0,95.0,2,2,112.0,20%-<30%,45-54
5086,Ethnicity Not Available,Race Not Available,Female,3,2,1,31,155000.0,39.74,2,2,88.0,20%-<30%,45-54
5087,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,135000.0,38.24,2,2,71.0,30%-<36%,65-74
5088,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,195000.0,35.19,2,2,116.0,30%-<36%,45-54
5089,Hispanic or Latino,Race Not Available,Male,1,2,1,31,335000.0,80.0,2,2,192.0,30%-<36%,45-54
5090,Not Hispanic or Latino,White,Female,1,2,1,31,335000.0,34.56,2,2,101.0,20%-<30%,>74
5091,Not Hispanic or Latino,White,Female,1,2,1,1,425000.0,80.0,2,2,109.0,30%-<36%,35-44
5092,Not Hispanic or Latino,White,Male,1,2,3,1,755000.0,95.41,2,2,116.0,46,25-34
5093,Not Hispanic or Latino,Asian,Male,1,2,3,1,325000.0,86.06,2,2,118.0,30%-<36%,35-44
5094,Not Hispanic or Latino,Black or African American,Male,1,2,2,1,425000.0,100.0,2,2,111.0,41,25-34
5095,Ethnicity Not Available,Race Not Available,Male,1,2,3,1,975000.0,81.56,2,2,192.0,50%-60%,25-34
5096,Not Hispanic or Latino,White,Male,1,2,1,1,255000.0,85.0,2,2,91.0,30%-<36%,25-34
5097,Not Hispanic or Latino,Asian,Female,1,2,1,31,465000.0,73.113,2,2,140.0,43,35-44
5098,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,425000.0,96.919,2,2,110.0,42,35-44
5099,Ethnicity Not Available,Race Not Available,Male,1,2,1,1,15000.0,100.0,2,2,111.0,44,25-34
5100,Not Hispanic or Latino,Asian,Male,1,2,1,1,545000.0,80.02,2,2,81.0,46,25-34
5101,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,235000.0,102.393,2,2,86.0,45,35-44
5102,Not Hispanic or Latino,White,Female,1,2,1,1,295000.0,90.0,2,2,100.0,20%-<30%,25-34
5103,Not Hispanic or Latino,White,Female,1,2,1,1,385000.0,80.02,2,2,95.0,30%-<36%,25-34
5104,Not Hispanic or Latino,White,Male,1,2,1,1,515000.0,90.72,2,2,89.0,44,25-34
5105,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,245000.0,73.636,2,2,110.0,43,35-44
5106,Not Hispanic or Latino,White,Male,1,2,1,1,325000.0,97.0,2,2,125.0,20%-<30%,25-34
5107,Not Hispanic or Latino,Asian,Female,1,2,1,1,245000.0,80.0,2,2,70.0,46,35-44
5108,Not Hispanic or Latino,White,Female,1,2,1,1,455000.0,80.0,2,2,85.0,40,35-44
5109,Not Hispanic or Latino,Black or African American,Female,3,2,1,1,215000.0,97.8,2,2,0.0,,25-34
5110,Not Hispanic or Latino,White,Female,1,2,1,1,295000.0,95.0,2,2,113.0,30%-<36%,25-34
5111,Not Hispanic or Latino,White,Female,1,2,1,1,465000.0,80.02,2,2,200.0,30%-<36%,25-34
5112,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,315000.0,91.395,2,2,107.0,20%-<30%,25-34
5113,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,705000.0,90.909,2,2,189.0,40,45-54
5114,Not Hispanic or Latino,White,Male,1,2,1,1,635000.0,73.086,2,2,332.0,<20%,<25
5115,Not Hispanic or Latino,White,Male,1,2,1,1,485000.0,94.971,2,2,105.0,41,35-44
5116,Not Hispanic or Latino,Asian,Male,1,2,1,2,265000.0,75.0,2,2,201.0,20%-<30%,35-44
5117,Not Hispanic or Latino,White,Male,1,2,1,1,285000.0,96.64,2,2,94.0,20%-<30%,65-74
5118,Not Hispanic or Latino,White,Female,1,2,1,1,225000.0,80.0,2,2,95.0,20%-<30%,25-34
5119,Not Hispanic or Latino,Asian,Male,1,2,1,1,895000.0,85.0,2,2,166.0,45,25-34
5120,Not Hispanic or Latino,White,Male,1,2,1,1,525000.0,95.0,2,2,90.0,46,25-34
5121,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,345000.0,97.0,2,2,75.0,41,25-34
5122,Not Hispanic or Latino,White,Male,1,2,1,31,565000.0,73.281,2,2,157.0,20%-<30%,35-44
5123,Not Hispanic or Latino,White,Male,1,2,1,1,175000.0,95.0,2,2,77.0,20%-<30%,25-34
5124,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,335000.0,96.178,2,2,100.0,43,25-34
5125,Not Hispanic or Latino,Race Not Available,Male,1,2,1,1,555000.0,85.433,2,2,393.0,<20%,25-34
5126,Not Hispanic or Latino,White,Female,1,2,1,1,265000.0,82.794,2,2,75.0,36,25-34
5127,Not Hispanic or Latino,White,Female,1,2,1,1,395000.0,90.81,2,2,72.0,44,25-34
5128,Not Hispanic or Latino,White,Female,1,2,1,1,375000.0,96.064,2,2,117.0,20%-<30%,25-34
5129,Not Hispanic or Latino,White,Female,1,2,1,1,725000.0,80.0,2,2,232.0,42,35-44
5130,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,645000.0,95.0,2,2,153.0,48,25-34
5131,Not Hispanic or Latino,White,Female,1,2,1,1,345000.0,97.0,2,2,102.0,30%-<36%,<25
5132,Not Hispanic or Latino,White,Male,1,2,1,1,715000.0,80.0,2,2,146.0,48,35-44
5133,Not Hispanic or Latino,White,Male,1,2,1,1,315000.0,96.748,2,2,85.0,20%-<30%,35-44
5134,Not Hispanic or Latino,White,Female,1,2,2,1,595000.0,98.19,2,2,100.0,44,25-34
5135,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,295000.0,100.0,2,2,66.0,40,25-34
5136,Not Hispanic or Latino,White,Male,1,2,1,31,485000.0,81.167,2,2,112.0,37,45-54
5137,Not Hispanic or Latino,Asian,Female,1,2,1,1,725000.0,78.967,2,2,325.0,20%-<30%,25-34
5138,Not Hispanic or Latino,White,Male,1,2,3,31,815000.0,94.65,2,2,,>60%,35-44
5139,Not Hispanic or Latino,Asian,Female,1,2,1,1,445000.0,95.0,2,2,125.0,36,25-34
5140,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,365000.0,97.0,2,2,90.0,36,25-34
5141,Ethnicity Not Available,Black or African American,Female,1,2,1,1,215000.0,70.0,2,2,,>60%,25-34
5142,Not Hispanic or Latino,White,Male,1,2,1,1,515000.0,90.936,2,2,99.0,40,25-34
5143,Not Hispanic or Latino,White,Male,1,2,1,1,225000.0,90.0,2,2,251.0,30%-<36%,45-54
5144,Not Hispanic or Latino,Black or African American,Female,1,2,2,1,285000.0,98.19,2,2,87.0,30%-<36%,25-34
